1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
176.315,class12,133.619,class9,86.691,class6,95.581,class6,137.906,class9,72.933,class5,137.316,class9,130.557,class16,134.049,class9,96.553,class7,94.261,class6
96.742,class7,87.925,class6,88.631,class6,149.356,class10,130.131,class9,130.224,class9,83.114,class6,107.323,class16,122.168,class8,109.927,class7,186.464,class12
146.947,class10,75.798,class5,82.286,class6,190.366,class12,116.605,class8,106.333,class7,141.286,class9,145.673,class16,91.791,class6,94.311,class6,189.74,class12
91.141,class6,88.256,class6,98.937,class7,119.147,class8,114.322,class8,109.021,class7,109.788,class7,137.269,class16,88.329,class6,93.229,class6,116.691,class8
138.806,class9,110.582,class7,78.133,class5,153.069,class10,133.431,class9,130.785,class9,83.752,class6,105.534,class16,124.929,class8,98.215,class7,126.996,class8
83.326,class6,111.69,class7,75.845,class5,104.595,class7,161.718,class11,76.029,class5,78.991,class5,127.947,class16,103.225,class7,181.519,class12,137.236,class9
184.458,class12,112.582,class8,93.272,class6,127.826,class8,107.086,class7,118.833,class8,103.04,class7,85.18,class16,126.447,class8,159.955,class10,139.29,class9
116.716,class8,85.799,class6,99.328,class7,123.516,class8,117.922,class8,174.365,class11,82.297,class6,125.83,class16,131.722,class9,137.478,class9,84.567,class6
126.481,class8,130.379,class9,104.746,class7,119.77,class8,101.235,class7,154.365,class10,129.464,class9,93.464,class16,55.247,class4,79.504,class5,120.514,class8
142.526,class9,116.27,class8,129.887,class9,78.015,class5,102.019,class7,144.517,class10,131.553,class9,132.827,class16,138.747,class9,79.631,class5,90.817,class6
110.581,class7,122.589,class8,88.543,class6,96.67,class7,146,class10,143.099,class9,123.845,class8,134.121,class16,111.386,class7,130.728,class9,146.439,class10
88.069,class6,84.969,class6,107.4,class7,107.51,class7,128.042,class9,98.882,class7,83.831,class6,92.217,class16,124.504,class8,175.392,class11,111.351,class7
142.07,class9,113.546,class8,140.849,class9,127.791,class8,132.244,class9,121.751,class8,128.78,class9,132.274,class16,162.8,class11,98.62,class7,102.618,class7
170.033,class11,110.1,class7,101.158,class7,143.686,class9,126.839,class8,127.67,class8,81.992,class6,173.968,class16,108.623,class7,96.616,class7,105.975,class7
140.674,class9,100.996,class7,83.857,class6,86.163,class6,118.916,class8,70.12,class5,133.342,class9,105.675,class16,97.37,class7,179.544,class12,102.476,class7
79.472,class5,88.467,class6,80.352,class6,123.311,class8,127.641,class8,108.156,class7,153.346,class10,134.502,class16,120.567,class8,140.669,class9,186.29,class12
133.905,class9,164.66,class11,155.215,class10,110.478,class7,102.351,class7,130.066,class9,120.526,class8,82.149,class16,112.517,class8,94.514,class6,116.877,class8
164.829,class11,91.984,class6,114.364,class8,100.969,class7,167.161,class11,110.765,class7,141.219,class9,146.512,class16,135.923,class9,177.029,class12,132.61,class9
144.232,class10,84.81,class6,81.76,class6,111.681,class7,133.267,class9,110.839,class7,128.207,class9,116.746,class16,92.875,class6,85.186,class6,126.926,class8
83.742,class6,91.485,class6,95.072,class6,141.258,class9,143.086,class9,169.863,class11,91.873,class6,109.475,class16,97.34,class7,145.41,class10,153.606,class10
133.131,class9,141.609,class9,134.475,class9,114.168,class8,191.107,class12,139.103,class9,149.704,class10,130.599,class16,118.201,class8,119.218,class8,111.148,class7
134.771,class9,139.944,class9,119.406,class8,132.977,class9,111.269,class7,125.007,class8,126.4,class8,121.954,class16,93.11,class6,96.798,class7,157.331,class10
120.387,class8,123.59,class8,127.396,class8,89.098,class6,122.569,class8,120.002,class8,108.763,class7,153.656,class16,86.55,class6,138.287,class9,116.925,class8
139.822,class9,92.533,class6,119.939,class8,93.192,class6,126.443,class8,73.431,class5,146.156,class10,174.397,class16,114.986,class8,71.995,class5,128.764,class9
126.144,class8,86.53,class6,80.648,class6,172.452,class11,159.344,class10,138.245,class9,116.144,class8,179.209,class16,165.994,class11,152.913,class10,119.751,class8
100.036,class7,131.692,class9,117.763,class8,125.439,class8,124.86,class8,123.646,class8,78.93,class5,79.993,class16,134.978,class9,95.722,class6,88.926,class6
119.285,class8,108.826,class7,166.014,class11,105.902,class7,91.308,class6,142.089,class9,76.987,class5,116.612,class16,77.931,class5,81.206,class6,131.88,class9
111.025,class7,94.045,class6,128.606,class9,130.782,class9,126.163,class8,81.303,class6,146.863,class10,134.347,class16,129.626,class9,130.61,class9,90.518,class6
77.865,class5,127.827,class8,145.333,class10,152.217,class10,77.917,class5,132.504,class9,181.485,class12,96.784,class16,80.938,class6,168.742,class11,144.695,class10
106.052,class7,116.224,class8,174.557,class11,116.218,class8,74.564,class5,126.237,class8,142.706,class9,133.501,class16,143.613,class9,106.127,class7,150.77,class10
75.226,class5,179.616,class12,65.502,class5,173.199,class11,121.244,class8,116.415,class8,108.73,class7,110.997,class16,173.12,class11,153.731,class10,134.505,class9
86.968,class6,96.265,class7,130.547,class9,91.292,class6,142.129,class9,147.548,class10,129.249,class9,176.86,class16,127.829,class8,135.221,class9,110.297,class7
155.241,class10,81.768,class6,204.719,class13,60.99,class4,135.551,class9,85.823,class6,134.143,class9,80.861,class16,122.899,class8,160.424,class11,110.677,class7
141.387,class9,111.687,class7,106.788,class7,142.489,class9,151.732,class10,89.427,class6,133.169,class9,123.909,class16,134.747,class9,94.906,class6,143,class9
63.577,class4,192.572,class13,118.55,class8,168.57,class11,111.698,class7,76.077,class5,114.9,class8,102.923,class16,128.203,class9,94.529,class6,102.051,class7
74.164,class5,77.479,class5,102.857,class7,127.772,class8,101.28,class7,179.9,class12,123.41,class8,140.989,class16,167.353,class11,100.508,class7,96.796,class7
96.84,class7,120.168,class8,120.216,class8,104.411,class7,130.898,class9,126.221,class8,172.608,class11,102.313,class16,125.065,class8,136.293,class9,128.816,class9
89.06,class6,117.704,class8,162.385,class11,119.545,class8,126.963,class8,85.001,class6,146.506,class10,128.83,class16,77.87,class5,116.478,class8,105.022,class7
123.27,class8,137.62,class9,172.27,class11,127.906,class8,191.817,class12,136.766,class9,76.747,class5,99.334,class16,117.973,class8,133.378,class9,80.737,class6
131.291,class9,134.381,class9,75.231,class5,72.249,class5,98.962,class7,126.16,class8,90.575,class6,145.496,class16,91.235,class6,113.404,class8,125.562,class8
125.825,class8,63.371,class4,131.976,class9,74.63,class5,118.861,class8,122.233,class8,137.365,class9,112.324,class16,131.054,class9,125.926,class8,136.539,class9
114.49,class8,122.202,class8,94.45,class6,104.095,class7,83.578,class6,131.699,class9,80.694,class6,148.738,class16,114.321,class8,103.803,class7,75.666,class5
116.49,class8,170.925,class11,93.078,class6,129.172,class9,150.512,class10,131.84,class9,117.725,class8,170.173,class16,127.019,class8,89.412,class6,165.992,class11
132.221,class9,69.569,class5,126.787,class8,87.129,class6,128.516,class9,120.243,class8,114.743,class8,171.625,class16,108.458,class7,133.547,class9,78.327,class5
116.428,class8,123.002,class8,105.129,class7,114.333,class8,73.279,class5,170.85,class11,120.667,class8,95.006,class16,94.848,class6,84.166,class6,88.241,class6
110.513,class7,110.941,class7,84.5,class6,118.481,class8,97.769,class7,191.556,class12,166.362,class11,116.721,class16,176.735,class12,128.289,class9,94.233,class6
102.523,class7,72.386,class5,115.093,class8,120.165,class8,93.294,class6,163.738,class11,164.951,class11,101.836,class16,109.982,class7,108.699,class7,88.95,class6
70.675,class5,89.115,class6,96.397,class7,132.132,class9,94.738,class6,197.234,class13,108.571,class7,120.333,class16,76.078,class5,119.158,class8,139.725,class9
82.691,class6,116.46,class8,134.574,class9,152.543,class10,98.369,class7,104.186,class7,112.088,class8,80.05,class16,148.784,class10,133.571,class9,132.086,class9
125.878,class8,162.52,class11,134.095,class9,93.253,class6,120.207,class8,147.847,class10,74.695,class5,158.15,class16,67.134,class5,80.717,class6,120.023,class8
116.446,class8,160.452,class11,134.763,class9,160.068,class11,101.312,class7,68.721,class5,85.264,class6,143.421,class16,80.045,class6,182.788,class12,164.27,class11
130.11,class9,166.157,class11,80.594,class6,92.797,class6,78.879,class5,159.574,class10,89.905,class6,144.716,class16,205.216,class13,87.15,class6,84.62,class6
115.474,class8,141.192,class9,114.588,class8,102.16,class7,105.133,class7,101.256,class7,117.63,class8,132.6,class16,125.42,class8,137.893,class9,121.911,class8
204.105,class13,106.971,class7,77.202,class5,95.271,class6,140.445,class9,108.113,class7,109.883,class7,104.273,class16,160.867,class11,115.599,class8,112.661,class8
85.873,class6,109.568,class7,136.277,class9,124.313,class8,97.681,class7,157.545,class10,89.251,class6,100.314,class16,87.475,class6,137.341,class9,119.519,class8
90.889,class6,129.393,class9,130.516,class9,98.454,class7,142.91,class9,137.332,class9,90.871,class6,130.577,class16,106.717,class7,118.78,class8,129.215,class9
191.482,class12,125.829,class8,103.886,class7,122.853,class8,82.803,class6,127.63,class8,117.47,class8,164.531,class16,133.652,class9,96.069,class7,96.968,class7
107.169,class7,153.614,class10,136.518,class9,138.924,class9,110.773,class7,146.274,class10,120.888,class8,100.629,class16,143.399,class9,83.308,class6,119.535,class8
129.345,class9,80.746,class6,115.386,class8,105.542,class7,177.282,class12,124.594,class8,85.432,class6,178.955,class16,111.119,class7,109.883,class7,73.646,class5
114.957,class8,112.73,class8,110.815,class7,140.22,class9,134.605,class9,136.071,class9,165.221,class11,143.13,class16,82.794,class6,134.167,class9,110.515,class7
108.988,class7,79.323,class5,90.197,class6,110.904,class7,84.267,class6,99.472,class7,135.173,class9,120.367,class16,100.058,class7,138.929,class9,129.284,class9
148.606,class10,119.025,class8,177.554,class12,125.725,class8,100.473,class7,138.79,class9,143.756,class9,186.859,class16,117.665,class8,142.271,class9,83.371,class6
151.709,class10,117.354,class8,96.474,class7,97.505,class7,111.015,class7,147.755,class10,97.015,class7,111.71,class16,134.211,class9,158.17,class10,116.45,class8
157.912,class10,169.391,class11,144.941,class10,85.358,class6,137.401,class9,74.935,class5,93.489,class6,98.994,class16,110.979,class7,83.901,class6,86.56,class6
141.477,class9,110.8,class7,91.173,class6,119.515,class8,105.092,class7,145.895,class10,81.317,class6,163.055,class16,91.395,class6,124.354,class8,116.728,class8
139.334,class9,114.89,class8,157.592,class10,82.034,class6,91.237,class6,118.48,class8,129.494,class9,117.11,class16,142.73,class9,105.621,class7,162.559,class11
58.199,class4,117.346,class8,139.612,class9,118.373,class8,73.134,class5,95.339,class6,135.832,class9,143.3,class16,130.744,class9,124.662,class8,139.985,class9
120.799,class8,97.937,class7,85.616,class6,73.221,class5,124.94,class8,93.908,class6,124.66,class8,144.692,class16,123.336,class8,100.405,class7,131.078,class9
113.851,class8,105.189,class7,142.506,class9,87.01,class6,125.391,class8,159.932,class10,91.672,class6,103.492,class16,157.039,class10,130.633,class9,114.384,class8
109.578,class7,124.508,class8,124.317,class8,82.204,class6,150.036,class10,121.617,class8,106.469,class7,179.653,class16,192.754,class13,129.125,class9,84.46,class6
89.313,class6,156.797,class10,113.32,class8,123.654,class8,184.287,class12,147.711,class10,102.524,class7,142.816,class16,117.374,class8,111.391,class7,151.39,class10
120.813,class8,124.742,class8,127.57,class8,104.775,class7,87.603,class6,86.255,class6,78.009,class5,81.385,class16,127.94,class8,103.537,class7,124.411,class8
106.354,class7,105.408,class7,91.425,class6,80.265,class6,77.751,class5,105.315,class7,92.865,class6,140.908,class16,87.987,class6,107.634,class7,95.948,class6
142.222,class9,131.613,class9,134.832,class9,74.232,class5,98.549,class7,106.389,class7,95.014,class6,133.684,class16,136.76,class9,120.955,class8,91.358,class6
140.333,class9,93.79,class6,125.715,class8,131.271,class9,144.878,class10,150.23,class10,135.514,class9,95.691,class16,134.785,class9,178.1,class12,116.304,class8
87.856,class6,122.73,class8,96.177,class7,139.614,class9,127.287,class8,128.423,class9,110.53,class7,72.861,class16,147.406,class10,169.909,class11,138.919,class9
188.873,class12,122.304,class8,148.201,class10,177.948,class12,113.215,class8,134.426,class9,98.611,class7,177.658,class16,121.338,class8,105.825,class7,117.412,class8
184.458,class12,207.376,class13,170.031,class11,143.888,class9,132.866,class9,71.448,class5,98.776,class7,96.347,class16,89.326,class6,185.503,class12,93.919,class6
88.04,class6,113.464,class8,126.632,class8,134.628,class9,171.563,class11,93.027,class6,112.101,class8,120.48,class16,106.677,class7,122.909,class8,71.598,class5
140.41,class9,176.198,class12,89.258,class6,109.017,class7,134.921,class9,102.871,class7,136.554,class9,100.595,class16,122.949,class8,77.563,class5,145.987,class10
57.682,class4,169.469,class11,173.945,class11,100.91,class7,121.234,class8,133.754,class9,148.222,class10,154.506,class16,137.966,class9,140.649,class9,89.37,class6
137.546,class9,105.149,class7,163.68,class11,139.538,class9,78.788,class5,110.711,class7,127.62,class8,104.725,class16,122.416,class8,126.236,class8,141.911,class9
155.297,class10,147.799,class10,113.674,class8,133.46,class9,151.166,class10,116.125,class8,111.511,class7,93.889,class16,102.559,class7,203.528,class13,141.417,class9
119.963,class8,85.421,class6,123.616,class8,138.266,class9,180.518,class12,115.623,class8,153.626,class10,119.201,class16,71.305,class5,142.091,class9,77.218,class5
79.493,class5,115.29,class8,90.132,class6,128.799,class9,128.593,class9,126.074,class8,131.972,class9,128.32,class16,163.445,class11,75.071,class5,193.911,class13
90.035,class6,168.562,class11,107.114,class7,128.024,class9,78.15,class5,105.745,class7,148.241,class10,179.792,class16,88.661,class6,122.09,class8,130.491,class9
68.772,class5,99.517,class7,90.628,class6,92.598,class6,186.52,class12,158.146,class10,109.342,class7,135.131,class16,77.682,class5,188.596,class12,131.946,class9
96.312,class7,173.149,class11,168.859,class11,134.006,class9,116.18,class8,148.147,class10,143.583,class9,150.054,class16,126.971,class8,140.344,class9,129.878,class9
97.621,class7,93.699,class6,103.849,class7,81.826,class6,143.231,class9,111.288,class7,114.478,class8,128.11,class16,128.756,class9,180.703,class12,143.357,class9
153.781,class10,130.27,class9,103.295,class7,93.209,class6,132.376,class9,75.688,class5,134.625,class9,145.215,class16,157.838,class10,125.554,class8,149.144,class10
82.2,class6,117.327,class8,154.571,class10,97.153,class7,60.44,class4,85.13,class6,95.424,class6,171.75,class16,118.125,class8,104.76,class7,126.101,class8
88.325,class6,110.188,class7,96.36,class7,146.987,class10,173.749,class11,143.411,class9,109.754,class7,122.752,class16,145.961,class10,78.253,class5,83.365,class6
87.34,class6,169.095,class11,126.32,class8,91.006,class6,116.205,class8,133.77,class9,128.717,class9,143.719,class16,90.32,class6,78.965,class5,172.246,class11
